gender,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,service calls,Point de vente,Churn
Male,0,Yes,43,Yes,Yes,SPEED FAMILY 100,Yes,No,Yes,Annuel,Carte Bancaire,71.9,3173.35,1,Ouesso,No
Male,0,Yes,6,Yes,No,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,91.0,531.0,2,Ouesso,Yes
Female,0,Yes,69,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Virement Bancaire,19.75,1375.4,3,Oyo,No
Female,0,Yes,72,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Prepay,Carte Bancaire,109.7,8129.3,4,Pointe-Noire,No
Male,0,Yes,59,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,19.3,1192.7,1,Oyo,No
Female,0,Yes,20,Yes,No,SPEED FAMILY 220,Yes,Yes,No,Mensuel Postpay,Mobile Money,96.55,1901.65,1,Brazzaville,No
Male,0,Yes,24,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Virement Bancaire,24.1,587.4,2,Brazzaville,No
Male,0,No,59,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Mobile Money,111.35,6519.75,4,Brazzaville,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,112.25,8041.65,1,Brazzaville,No
Male,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,20.75,20.75,3,Pointe-Noire,No
Female,0,Yes,27,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Carte Bancaire,101.9,2681.15,1,Dolisie,No
Female,0,No,14,Yes,No,SPEED FAMILY 220,Yes,No,No,Mensuel Postpay,Carte Bancaire,80.05,1112.3,3,Dolisie,No
Male,0,Yes,71,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Prepay,Mobile Money,105.55,7405.5,1,Ouesso,No
Male,0,No,13,Yes,No,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Carte Bancaire,78.3,1033.95,2,Oyo,No
Male,0,No,44,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Carte Bancaire,68.85,2958.95,4,Ouesso,No
Female,0,No,33,Yes,No,SPEED FAMILY 220,Yes,No,No,Annuel,Virement Bancaire,79.95,2684.85,3,Brazzaville,No
Male,0,Yes,72,No,No,SPEED FAMILY 100,Yes,No,Yes,Mensuel Prepay,Carte Bancaire,55.45,4179.2,1,Ouesso,No
Male,0,No,1,Yes,No,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,79.9,79.9,4,Brazzaville,Yes
Female,0,No,19,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Mobile Money,106.6,1934.45,3,Pointe-Noire,Yes
Male,0,Yes,64,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Carte Bancaire,102.45,6654.1,3,Pointe-Noire,No
Male,0,No,2,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Carte Bancaire,46.0,84.5,2,Brazzaville,Yes
Female,0,No,1,No,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,25.25,25.25,4,Dolisie,No
Male,0,No,61,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,19.75,1124.2,3,Dolisie,No
Female,0,Yes,29,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Mobile Money,20.0,540.05,2,Oyo,No
Male,1,Yes,23,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,86.8,1975.85,4,Pointe-Noire,No
Female,0,Yes,57,No,No,SPEED FAMILY 100,No,Yes,Yes,Mensuel Postpay,Virement Bancaire,58.75,3437.45,4,Pointe-Noire,No
Male,0,Yes,72,No,No,SPEED FAMILY 100,Yes,No,No,Mensuel Prepay,Carte Bancaire,45.25,3139.8,3,Pointe-Noire,No
Male,0,Yes,66,No,No,SPEED FAMILY 100,Yes,Yes,No,Mensuel Prepay,Virement Bancaire,56.6,3789.2,4,Brazzaville,No
Male,0,Yes,65,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,84.2,5324.5,3,Dolisie,No
Female,0,No,8,Yes,No,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Virement Bancaire,80.0,624.6,1,Pointe-Noire,No
Female,0,No,4,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,70.15,268.35,3,Ouesso,Yes
Female,0,Yes,71,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Virement Bancaire,24.75,1836.9,4,Pointe-Noire,No
Male,0,Yes,1,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Mobile Money,20.2,20.2,3,Brazzaville,No
Male,0,Yes,4,Yes,No,SPEED FAMILY 100,Yes,No,No,Mensuel Postpay,Chèque,50.05,179.35,4,Ouesso,Yes
Female,0,No,12,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Virement Bancaire,19.35,219.35,3,Brazzaville,No
Male,0,No,24,No,No,SPEED FAMILY 100,No,Yes,Yes,Annuel,Chèque,50.6,1288.75,1,Brazzaville,No
Female,0,Yes,31,Yes,No,SPEED FAMILY 100,Yes,Yes,Yes,Annuel,Chèque,81.15,2545.75,1,Brazzaville,No
Female,0,Yes,1,Yes,No,SPEED FAMILY 100,No,Yes,No,Mensuel Postpay,Chèque,55.2,55.2,2,Dolisie,Yes
Male,0,No,30,Yes,Yes,SPEED FAMILY 220,Yes,No,Yes,Mensuel Postpay,Carte Bancaire,89.9,2723.15,4,Ouesso,No
Female,0,Yes,47,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,85.3,4107.25,1,Oyo,No
Male,0,No,54,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,108.0,5760.65,4,Pointe-Noire,No
Male,0,No,50,Yes,No,SPEED FAMILY 220,Yes,No,Yes,Mensuel Postpay,Carte Bancaire,93.5,4747.5,4,Brazzaville,No
Male,0,No,1,Yes,No,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Chèque,84.6,84.6,3,Pointe-Noire,Yes
Female,0,No,72,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,20.25,1566.9,4,Pointe-Noire,No
Female,0,No,29,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Mobile Money,25.15,702.0,2,Ouesso,No
Male,0,No,2,Yes,Yes,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,54.4,114.1,4,Pointe-Noire,Yes
Female,0,No,10,No,No,SPEED FAMILY 100,Yes,No,No,Mensuel Prepay,Chèque,29.6,299.05,3,Dolisie,No
Male,0,Yes,18,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,73.15,1305.95,1,Ouesso,No
Female,1,No,11,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,95.0,1120.3,3,Oyo,Yes
Male,0,No,16,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,19.75,284.35,4,Oyo,No
Female,0,No,72,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,86.6,6350.5,2,Dolisie,No
Male,0,No,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,109.2,7878.3,1,Oyo,No
Female,0,Yes,41,Yes,No,SPEED FAMILY 100,Yes,Yes,Yes,Annuel,Carte Bancaire,74.7,3187.65,3,Brazzaville,No
Female,1,Yes,65,Yes,No,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,94.4,6126.15,1,Oyo,No
Female,1,No,13,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,54.8,731.3,1,Pointe-Noire,No
Male,1,No,4,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,75.35,273.4,4,Pointe-Noire,No
Male,0,No,41,Yes,Yes,SPEED FAMILY 100,No,No,Yes,Annuel,Chèque,65.0,2531.8,4,Dolisie,No
Male,1,No,15,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,74.4,1074.3,1,Oyo,Yes
Male,0,No,1,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,48.55,48.55,1,Ouesso,Yes
Male,0,No,42,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Annuel,Mobile Money,99.0,4298.45,3,Oyo,No
Female,0,Yes,51,Yes,No,SPEED FAMILY 220,No,Yes,No,Annuel,Mobile Money,93.5,4619.55,2,Dolisie,No
Female,0,Yes,2,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,70.4,147.15,3,Pointe-Noire,Yes
Male,1,Yes,1,No,No,SPEED FAMILY 100,No,Yes,No,Mensuel Postpay,Mobile Money,40.2,40.2,4,Dolisie,Yes
Male,0,No,32,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Annuel,Carte Bancaire,83.7,2633.3,4,Oyo,No
Male,0,No,10,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.85,193.05,2,Pointe-Noire,No
Female,0,Yes,67,No,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Mobile Money,59.55,4103.9,2,Brazzaville,No
Female,0,Yes,61,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,115.1,7008.15,2,Brazzaville,No
Male,0,No,50,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Carte Bancaire,114.35,5791.1,2,Ouesso,No
Female,0,Yes,2,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Carte Bancaire,44.6,80.55,4,Brazzaville,Yes
Female,1,Yes,29,No,No,SPEED FAMILY 100,No,No,Yes,Mensuel Postpay,Mobile Money,45.0,1228.65,3,Brazzaville,No
Male,1,No,3,No,No,SPEED FAMILY 100,No,No,Yes,Mensuel Postpay,Mobile Money,41.15,132.2,1,Brazzaville,Yes
Male,1,No,13,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,106.9,1364.3,1,Brazzaville,Yes
Male,1,Yes,57,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,89.85,4925.35,2,Pointe-Noire,No
Female,0,No,31,No,No,SPEED FAMILY 100,Yes,No,Yes,Mensuel Prepay,Virement Bancaire,49.85,1520.1,2,Ouesso,No
Female,0,Yes,45,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Chèque,113.3,5032.25,4,Brazzaville,No
Female,0,Yes,61,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Chèque,88.1,5526.75,4,Brazzaville,No
Male,0,No,50,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Virement Bancaire,24.9,1195.25,2,Pointe-Noire,No
Female,1,No,19,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Chèque,105.0,2007.25,2,Ouesso,No
Male,0,No,59,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,19.35,1099.6,1,Brazzaville,Yes
Female,0,Yes,71,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,24.25,1732.95,1,Pointe-Noire,No
Female,1,No,16,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Mobile Money,94.45,1511.2,4,Dolisie,Yes
Male,0,Yes,57,Yes,No,SPEED FAMILY 100,Yes,No,No,Mensuel Prepay,Mobile Money,59.75,3450.15,3,Brazzaville,No
Male,0,No,1,No,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Virement Bancaire,24.8,24.8,2,Pointe-Noire,Yes
Male,1,Yes,20,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Mobile Money,107.05,2172.05,3,Ouesso,No
Male,0,No,1,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Chèque,70.6,70.6,3,Ouesso,Yes
Male,0,Yes,5,Yes,Yes,SPEED FAMILY 220,Yes,No,No,Mensuel Postpay,Mobile Money,85.4,401.1,2,Ouesso,Yes
Female,0,Yes,52,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,105.05,5624.85,4,Oyo,Yes
Male,1,Yes,21,Yes,No,SPEED FAMILY 100,No,No,Yes,Mensuel Postpay,Virement Bancaire,64.95,1339.8,4,Dolisie,No
Male,0,No,14,No,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Postpay,Mobile Money,55.0,771.95,2,Oyo,No
Female,0,No,5,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Virement Bancaire,50.55,244.75,3,Oyo,No
Female,0,No,6,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,55.15,322.9,4,Brazzaville,No
Female,0,No,10,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,51.2,498.25,1,Pointe-Noire,No
Female,0,No,1,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,25.4,25.4,2,Pointe-Noire,No
Female,0,No,68,Yes,Yes,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,54.45,3687.75,4,Oyo,No
Male,0,Yes,18,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Chèque,95.15,1779.95,2,Brazzaville,Yes
Female,0,No,22,Yes,Yes,SPEED FAMILY 220,No,No,No,Annuel,Carte Bancaire,76.0,1783.6,4,Ouesso,No
Female,0,No,20,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,44.35,927.15,1,Ouesso,No
Male,0,Yes,1,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,70.0,70.0,4,Ouesso,Yes
Male,1,No,8,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,74.5,606.55,4,Brazzaville,Yes
Male,0,No,10,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Carte Bancaire,44.85,435.4,4,Ouesso,Yes
Male,1,No,24,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,76.1,1712.7,1,Dolisie,Yes
Male,0,No,35,Yes,No,SPEED FAMILY 100,No,No,No,Annuel,Chèque,61.2,2021.2,1,Pointe-Noire,No
Male,0,Yes,23,Yes,No,SPEED FAMILY 220,Yes,No,No,Annuel,Chèque,86.8,1940.8,1,Ouesso,No
Female,1,No,6,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,89.35,567.8,2,Brazzaville,No
Female,0,No,12,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.7,220.35,1,Ouesso,No
Male,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,20.25,20.25,1,Ouesso,No
Female,0,Yes,71,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Prepay,Mobile Money,76.05,5436.45,4,Brazzaville,No
Male,1,Yes,35,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,100.8,3437.5,2,Pointe-Noire,No
Male,0,Yes,40,Yes,Yes,SPEED FAMILY 100,No,Yes,Yes,Mensuel Postpay,Mobile Money,74.55,3015.75,4,Ouesso,No
Female,0,No,1,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Chèque,73.6,73.6,4,Dolisie,Yes
Male,0,No,23,Yes,No,SPEED FAMILY 100,No,Yes,Yes,Annuel,Virement Bancaire,64.9,1509.8,3,Dolisie,No
Female,1,No,4,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,95.45,396.1,1,Brazzaville,Yes
Male,0,No,4,Yes,No,SPEED FAMILY 220,Yes,No,Yes,Mensuel Postpay,Mobile Money,90.4,356.65,3,Ouesso,No
Female,0,Yes,68,No,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,60.3,4109.0,1,Oyo,No
Male,0,No,38,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Chèque,81.85,3141.7,3,Brazzaville,No
Male,0,Yes,52,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,24.8,1229.1,3,Oyo,No
Male,1,Yes,32,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,74.9,2303.35,1,Dolisie,Yes
Male,0,Yes,29,Yes,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Chèque,75.55,2054.4,1,Dolisie,No
Male,1,Yes,38,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,101.15,3741.85,1,Ouesso,No
Male,0,No,48,Yes,Yes,SPEED FAMILY 100,No,Yes,Yes,Annuel,Carte Bancaire,78.75,3682.45,4,Oyo,No
Female,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Virement Bancaire,19.25,19.25,2,Dolisie,No
Female,0,No,22,Yes,No,SPEED FAMILY 220,Yes,No,Yes,Mensuel Postpay,Mobile Money,89.05,1886.25,3,Oyo,No
Female,0,No,43,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,115.05,4895.1,2,Ouesso,No
Female,1,Yes,5,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,69.35,341.6,1,Ouesso,No
Male,0,No,5,Yes,No,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Mobile Money,80.6,415.55,1,Brazzaville,Yes
Male,0,Yes,51,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Carte Bancaire,110.05,5686.4,4,Ouesso,No
Male,0,No,71,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,19.9,1355.1,2,Oyo,No
Female,0,Yes,38,Yes,No,SPEED FAMILY 100,Yes,Yes,Yes,Annuel,Carte Bancaire,80.3,3058.65,2,Oyo,Yes
Male,1,Yes,24,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,93.15,2231.05,1,Oyo,Yes
Male,0,Yes,35,Yes,Yes,SPEED FAMILY 220,Yes,Yes,No,Mensuel Postpay,Carte Bancaire,91.5,3236.35,2,Pointe-Noire,No
Female,1,No,54,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Annuel,Virement Bancaire,82.45,4350.1,2,Dolisie,Yes
Female,0,Yes,72,No,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Mobile Money,60.0,4264.0,2,Pointe-Noire,No
Male,0,No,1,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,44.8,44.8,4,Oyo,No
Female,0,Yes,9,Yes,No,SPEED FAMILY 100,No,No,No,Annuel,Chèque,48.6,422.3,4,Dolisie,No
Male,0,No,69,No,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,60.05,4176.7,1,Brazzaville,No
Female,0,Yes,52,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Carte Bancaire,102.7,5138.1,4,Pointe-Noire,No
Female,1,Yes,11,Yes,No,SPEED FAMILY 220,Yes,Yes,No,Mensuel Postpay,Mobile Money,82.9,880.05,4,Pointe-Noire,No
Female,1,No,2,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,70.35,139.05,1,Ouesso,Yes
Female,1,Yes,28,No,No,SPEED FAMILY 100,No,Yes,No,Mensuel Postpay,Mobile Money,35.9,973.65,1,Pointe-Noire,No
Female,1,No,17,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Carte Bancaire,82.65,1470.05,4,Dolisie,No
Female,0,Yes,35,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,19.85,739.35,3,Pointe-Noire,No
Female,0,No,8,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Chèque,19.2,161.95,3,Brazzaville,No
Male,0,No,46,Yes,Yes,SPEED FAMILY 220,No,Yes,No,Annuel,Carte Bancaire,94.9,4422.95,4,Ouesso,No
Female,0,No,7,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,73.85,511.25,3,Dolisie,Yes
Female,0,No,2,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Chèque,80.6,155.8,3,Oyo,Yes
Male,0,Yes,68,Yes,Yes,SPEED FAMILY 100,Yes,No,Yes,Annuel,Virement Bancaire,75.8,5293.95,2,Oyo,Yes
Female,0,No,43,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Prepay,Mobile Money,104.6,4759.85,1,Dolisie,Yes
Female,0,No,68,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Mobile Money,88.15,6148.45,2,Ouesso,No
Female,0,No,36,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Carte Bancaire,94.8,3565.65,4,Oyo,No
Male,0,Yes,63,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,103.4,6603.0,3,Oyo,Yes
Female,1,No,32,Yes,No,SPEED FAMILY 100,Yes,No,No,Mensuel Postpay,Virement Bancaire,54.65,1830.1,2,Ouesso,No
Female,0,Yes,71,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,85.75,6223.8,3,Oyo,No
Female,0,Yes,66,Yes,Yes,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Virement Bancaire,67.45,4508.65,4,Ouesso,No
Male,0,No,63,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Chèque,20.5,1328.15,1,Brazzaville,No
Female,0,No,41,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Carte Bancaire,20.25,865.0,3,Oyo,No
Female,1,No,1,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,72.1,72.1,1,Dolisie,No
Female,0,No,2,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,90.4,168.2,4,Brazzaville,Yes
Female,0,Yes,70,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Virement Bancaire,19.45,1303.5,2,Dolisie,No
Female,0,No,23,No,No,SPEED FAMILY 100,No,Yes,Yes,Mensuel Postpay,Mobile Money,44.95,996.85,4,Dolisie,No
Female,1,Yes,64,Yes,No,SPEED FAMILY 220,No,No,Yes,Annuel,Virement Bancaire,97.0,6430.9,4,Oyo,No
Male,0,Yes,37,Yes,Yes,SPEED FAMILY 100,Yes,No,No,Mensuel Prepay,Carte Bancaire,62.8,2278.75,3,Ouesso,No
Male,0,No,17,Yes,No,SPEED FAMILY 100,No,No,No,Annuel,Chèque,44.6,681.4,2,Pointe-Noire,No
Female,1,No,7,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,89.15,574.35,3,Dolisie,No
Male,0,Yes,4,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,84.8,371.9,3,Dolisie,Yes
Female,1,No,21,No,No,SPEED FAMILY 100,No,Yes,No,Mensuel Postpay,Mobile Money,41.9,840.1,1,Pointe-Noire,Yes
Female,0,No,10,Yes,No,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Virement Bancaire,80.25,846.0,1,Pointe-Noire,Yes
Female,1,No,16,Yes,Yes,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,54.1,889.0,2,Pointe-Noire,No
Male,0,Yes,64,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Mobile Money,105.25,6823.4,3,Ouesso,No
Male,1,Yes,27,No,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Carte Bancaire,30.75,805.1,2,Dolisie,Yes
Male,0,Yes,42,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Annuel,Mobile Money,97.1,4016.75,2,Pointe-Noire,No
Male,0,No,5,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,20.2,83.75,1,Ouesso,No
Female,0,No,41,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,98.8,3959.15,3,Brazzaville,No
Male,0,Yes,58,Yes,No,SPEED FAMILY 100,No,No,No,Annuel,Carte Bancaire,50.3,2878.55,3,Brazzaville,No
Female,0,No,47,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,20.55,945.7,4,Ouesso,No
Male,0,No,18,Yes,No,SPEED FAMILY 220,Yes,No,No,Mensuel Postpay,Virement Bancaire,75.9,1373.05,2,Oyo,No
Male,0,No,5,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Virement Bancaire,96.5,492.55,2,Pointe-Noire,Yes
Male,0,Yes,23,Yes,No,SPEED FAMILY 100,No,No,Yes,Mensuel Postpay,Virement Bancaire,59.95,1406.0,3,Dolisie,No
Female,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.15,19.15,4,Pointe-Noire,No
Male,0,Yes,71,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Annuel,Carte Bancaire,98.65,6962.85,2,Brazzaville,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,112.6,8126.65,2,Oyo,No
Male,0,Yes,33,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Chèque,20.6,690.25,1,Brazzaville,No
Male,0,No,2,Yes,Yes,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Mobile Money,85.65,181.5,4,Ouesso,Yes
Male,0,No,24,No,No,SPEED FAMILY 100,Yes,No,No,Mensuel Prepay,Chèque,35.75,830.8,1,Pointe-Noire,No
Female,0,Yes,56,Yes,Yes,SPEED FAMILY 220,Yes,No,Yes,Annuel,Carte Bancaire,99.75,5608.4,3,Oyo,No
Male,0,No,37,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Carte Bancaire,96.1,3646.8,1,Oyo,No
Female,0,No,43,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Annuel,Carte Bancaire,85.1,3662.25,4,Oyo,No
Male,0,No,1,No,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,25.35,25.35,3,Ouesso,No
Female,0,Yes,25,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Virement Bancaire,104.95,2566.5,3,Brazzaville,Yes
Female,0,No,61,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Mobile Money,89.65,5308.7,4,Dolisie,No
Male,0,No,17,Yes,Yes,SPEED FAMILY 220,Yes,No,No,Annuel,Mobile Money,86.75,1410.25,2,Dolisie,No
